21:33:16 | Status=StartPending | OnStart: START_PENDING
22:00:51 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:00:52 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:00:53 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:00:54 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:00:55 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:00:56 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:00:57 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:00:58 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:00:59 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:01:00 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:01:01 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:01:02 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:01:03 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:01:04 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:01:05 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:01:06 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:01:07 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:01:08 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:01:09 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:01:10 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:01:11 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:01:12 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:01:13 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:01:14 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:01:15 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:01:16 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:01:17 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:01:18 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:01:19 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:01:20 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:01:21 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:01:22 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:01:23 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:01:24 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:01:25 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:01:26 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:01:28 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:01:29 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:01:30 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:01:31 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:01:32 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:01:33 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:01:34 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:01:35 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:01:36 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:01:37 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:01:38 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:01:39 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:01:40 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:01:41 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:01:42 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:01:43 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:01:44 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:01:45 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:01:46 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:01:47 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:01:48 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:01:49 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:01:50 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:01:51 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:01:52 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:01:53 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:01:54 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:01:55 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:01:56 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:01:57 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:01:58 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:01:59 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:02:00 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:02:01 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:02:02 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:02:03 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:02:04 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:02:05 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:02:06 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:02:07 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:02:08 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:02:09 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:02:10 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:02:11 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:02:12 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:02:13 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:02:14 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:02:15 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:02:16 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:02:17 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:02:18 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:02:19 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:02:20 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:02:21 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:02:22 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:02:23 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:02:24 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:02:25 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:02:26 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:02:27 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:02:28 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:02:29 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:02:30 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:02:31 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:02:32 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:02:33 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:02:34 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:02:35 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:02:36 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:02:37 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:02:38 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:02:39 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:02:40 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:02:41 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:02:42 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:02:43 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:02:44 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:02:45 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:02:46 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:02:47 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:02:48 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:02:49 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:02:50 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:02:51 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:02:52 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:02:53 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:02:54 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:02:55 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:02:56 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:02:57 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:02:58 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:02:59 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:03:00 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:03:02 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:03:03 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:03:04 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:03:05 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:03:06 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:03:07 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:03:08 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:03:09 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:03:10 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:03:11 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:03:12 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:03:13 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:03:14 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:03:15 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:03:16 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:03:17 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:03:18 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:03:19 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:03:20 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:03:21 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:03:22 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:03:23 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:03:24 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:03:25 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:03:26 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:03:27 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:03:28 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:03:29 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:03:30 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:03:31 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:03:32 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:03:33 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:03:34 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:03:35 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:03:36 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:03:37 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:03:38 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:03:39 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:03:40 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:03:41 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:03:42 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:03:43 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:03:44 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:03:45 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:03:46 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:03:47 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:03:48 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:03:49 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:03:50 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:03:51 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:03:52 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:03:53 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:03:54 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:03:55 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:03:56 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:03:57 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:03:58 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:03:59 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:04:00 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:04:01 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:04:02 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:04:03 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:04:04 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:04:05 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:04:06 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:04:07 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:04:08 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:04:09 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:04:10 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:04:11 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:04:12 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:04:13 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:04:14 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:04:15 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:04:16 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:04:17 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:04:18 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:04:19 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:04:20 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:04:21 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:04:22 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:04:23 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:04:24 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:04:25 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:04:26 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:04:27 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:04:29 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:04:30 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:04:31 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:04:32 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:04:33 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:04:34 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:04:35 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:04:36 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:04:37 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:04:38 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:04:39 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:04:40 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:04:41 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:04:42 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:04:43 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:04:44 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:04:45 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:04:46 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:04:47 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:04:48 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:04:49 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:04:50 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:04:51 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:04:52 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:04:53 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:04:54 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:04:55 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:04:56 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:04:57 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:04:58 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:04:59 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:05:00 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:05:01 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:05:02 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:05:03 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:05:04 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:05:05 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:05:06 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:05:07 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:05:08 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:05:09 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:05:10 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:05:11 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:05:12 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:05:13 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:05:14 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:05:15 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:05:16 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:05:17 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:05:18 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:05:19 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:05:20 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:05:21 | Status=Running | Heartbeat: Service Running
EVENT LOG ERROR: Object reference not set to an instance of an object.
22:05:22 | Status=Running | Heartbeat: Service Running
